,0
0,00111111000010101000010101100101
1,01000000100000010001110011110011
2,00111101010101001100000000100011
3,00111111111011110101001101001011
4,00111111100010011010001110010110
5,01000000001011010011011101100000
6,01000000011111011100111011011101
7,00000000000000000000000000000000
8,00111111100000001111001100111010
9,00111111000001000110010001011011
10,00000000000000000000000000000000
11,00111111000001001010011101100000
12,00000000000000000000000000000000
13,00111111110010111010110011100100
14,00000000000000000000000000000000
15,00000000000000000000000000000000
16,00111111001011001000110011011011
17,00111111101110100110100011011010
18,00000000000000000000000000000000
19,00111111001110011011100101110111
20,00000000000000000000000000000000
21,01000000000011011100100101111000
22,00000000000000000000000000000000
23,00000000000000000000000000000000
24,00000000000000000000000000000000
25,01000000000001111100110100101111
26,00000000000000000000000000000000
27,01000000001011100010000010111110
28,00111110101111000010100110110111
29,00000000000000000000000000000000
30,00111111010111100110010011111100
31,01000000100101010101100000000011
32,00000000000000000000000000000000
33,00000000000000000000000000000000
34,00000000000000000000000000000000
35,00111111100001100111110111011010
36,01000000000100010000001111100001
37,00111111100111010011110001001000
38,00000000000000000000000000000000
39,00111101110011110011100110100100
40,00000000000000000000000000000000
41,01000000101110100011110000101100
42,00111110111110111010110011001000
43,01000000011010000010011011000001
44,00000000000000000000000000000000
45,00000000000000000000000000000000
46,00111111000111100111111111101000
47,00000000000000000000000000000000
48,00000000000000000000000000000000
49,00000000000000000000000000000000
50,00000000000000000000000000000000
51,00111110110001100100101001000100
52,00000000000000000000000000000000
53,00000000000000000000000000000000
54,00111111011110110100100110110111
55,00111110101010101010001101101000
56,00000000000000000000000000000000
57,01000000000010101101010000010000
58,00000000000000000000000000000000
59,00111111110110010101010100110111
60,00111111000101101101100000001010
61,01000000001100100101001011001000
62,00000000000000000000000000000000
63,00111111110000001101100101111010
64,00111111001101101111101111101000
65,01000000000110001011111000101111
66,00000000000000000000000000000000
67,00111110100000110010001011011110
68,00000000000000000000000000000000
69,00111111101100111000001100010000
70,00111111110100101000011000110111
71,00000000000000000000000000000000
72,00111111101010000100000110101111
73,00000000000000000000000000000000
74,00000000000000000000000000000000
75,00000000000000000000000000000000
76,01000000011000000011011001000110
77,00111111000011010111001011011000
78,00000000000000000000000000000000
79,00000000000000000000000000000000
80,01000000100011010110100101110000
81,01000000011001101110000011111011
82,00111110001010101001100111101001
83,00000000000000000000000000000000
