,0
0,00111110100010000101100010001101
1,00111110100010000101100010001101
2,00111110100010000101100010001101
3,00111110100010000101100010001101
4,00111110100010000101100010001101
5,00111110100010000101100010001101
6,00111110100010000101100010001101
7,00111110100010000101100010001101
8,00111110100010000101100010001101
9,00111110100010000101100010001101
10,00111110100010000101100010001101
11,00111110100010000101100010001101
12,00111110100010000101100010001101
13,00111110100010000101100010001101
14,00111110100010000101100010001101
15,00111110100010000101100010001101
16,00111110100010000101100010001101
17,00111110100010000101100010001101
18,00111110100010000101100010001101
19,00111110100010000101100010001101
20,00111110100010000101100010001101
21,00111110100010000101100010001101
22,00111110100010000101100010001101
23,00111110100010000101100010001101
24,00111110100010000101100010001101
25,00111110100010000101100010001101
26,00111110100010000101100010001101
27,00111110100010000101100010001101
28,00111100101010010011100011101101
29,00111100101010010011100011101101
30,00111100101010010011100011101101
31,00111100101010010011100011101101
32,00111100101010010011100011101101
33,00111100101010010011100011101101
34,00111100101010010011100011101101
35,00111100101010010011100011101101
36,00111100101010010011100011101101
37,00111100101010010011100011101101
38,00111100101010010011100011101101
39,00111100101010010011100011101101
40,00111100101010010011100011101101
41,00111100101010010011100011101101
42,00111100101010010011100011101101
43,00111100101010010011100011101101
44,00111100101010010011100011101101
45,00111100101010010011100011101101
46,00111100101010010011100011101101
47,00111100101010010011100011101101
48,00111100101010010011100011101101
49,00111100101010010011100011101101
50,00111100101010010011100011101101
51,00111100101010010011100011101101
52,00111100101010010011100011101101
53,00111100101010010011100011101101
54,00111100101010010011100011101101
55,00111100101010010011100011101101
56,00111100101010010011100011101101
57,00111100101010010011100011101101
58,00111100101010010011100011101101
59,00111100101010010011100011101101
60,00111100101010010011100011101101
61,00111100101010010011100011101101
62,00111100101010010011100011101101
63,00111100101010010011100011101101
64,00111100101010010011100011101101
65,00111100101010010011100011101101
66,00111100101010010011100011101101
67,00111100101010010011100011101101
68,00111100101010010011100011101101
69,00111100101010010011100011101101
70,00111100101010010011100011101101
71,00111100101010010011100011101101
72,00111100101010010011100011101101
73,00111100101010010011100011101101
74,00111100101010010011100011101101
75,00111100101010010011100011101101
76,00111100101010010011100011101101
77,00111100101010010011100011101101
78,00111100101010010011100011101101
79,00111100101010010011100011101101
80,00111100101010010011100011101101
81,00111100101010010011100011101101
82,00111100101010010011100011101101
83,00111100101010010011100011101101
84,00111100101010010011100011101101
85,00111100101010010011100011101101
86,00111100101010010011100011101101
