,0
0,11000000000101011000010000111100
1,00111101100100111101000010111101
2,10111111101000110101101001000010
3,11000000000000101111001100001100
4,11000000000000101110110110001010
5,11000000000000101111000010100111
6,11000000001000111010111010110000
7,10111111111011001111011111111000
8,00111111101110110001011001000011
9,10111111101001111101010010010010
10,10111111100101001001110101101110
11,10111111000100010100010011101000
12,10111111100100100110111010101100
13,11000000001000100000001100011111
14,10111111011010011000001110100100
15,00111111111101001110011101101100
16,10111111111001000010111101110101
17,00111111101111001111101101000000
18,00111110011111110010001110011100
19,00111110000001001100010110111100
20,11000000001010110011111001000010
21,10111111000010001101010100011011
22,00111111111011011110101101100001
23,00111111011000111110011110100010
24,00111111111011001101011100010110
25,00111110110001010010011110001001
26,00111111100000001010111010111101
27,11000000001101111001011111100001
28,10111111010101011110010110011010
29,00111111010010011111011101010000
30,00111111100111010011110010010001
31,00111111001110101101100101011000
32,00111111101100010000111101000110
33,00111111100110010010100101000100
34,11000000001110101110011010011000
35,10111111101011011011011011000010
36,10111110001010001110000000111000
37,00111111010000101001111110000000
38,00111111000010100011110101000011
39,00111111001010000001100111001000
40,10111111111111010111110011000101
41,11000000001010000100100110000110
42,11000000000001101111110001110110
43,10111111101000101010000000101010
44,10111111100010011111110000010010
45,10111111100111100010111000000011
46,11000000000010000010101101011100
47,11000000000001100100111000001011
48,11000000001000100100111110111111
49,00111110110111100101100011001111
50,00111111010010001111010010110101
51,00111111010010000101011001101000
52,00111111000001010101011000011000
53,00111111000110010110000110011111
54,00111111000100100110101110101110
55,00111110110010011110100101011100
56,00111111000110001000100001010011
57,00111111101100101101001010010110
58,00111111100010111110011010001101
59,00111111010101110010111010011011
60,00111111011001011111000010101110
61,00111111011000111111110011100100
62,00111111000101111001100100001100
63,00111111000011001111011010100001
64,00111111101011111110110000100101
65,00111111010011011011010010110110
66,00111111100111010101000001000110
67,00111111100101001000111010000001
68,00111111100000001001000011000001
69,00111111000101001011011001011101
70,00111111001001111110101011111001
71,00111111101001101000010011000111
72,00111111001011110101010010010001
73,00111111101001101001101111000111
74,00111111011000101100101010000011
75,00111111100110111000101011110110
76,00111110110101000101101000101110
77,00111111001011111101110100000011
78,00111111100011011011101100100101
79,00111111010110011011111100010011
80,00111111100111111101111100111011
81,00111111100010101010101101100000
82,00111111100111101000100010110110
83,00111110101110101111000011000010
84,00111111001001110111110100110000
85,00111111100010001101010011011000
86,00111111011101110101010010011011
87,00111111100010010111111001011101
88,00111111100011111100110001011100
89,00111111011010101110000111110010
90,00111111000001100110010001000001
91,00111111001010011111100101011001
92,00111111010010111001100101001010
93,00111111010101001010010101100001
94,00111111001101111111001110010111
95,00111111000111111110000001010100
96,00111111001010111111011001010011
97,00111111000000110101111110011011
98,11000000000011110110001000011110
99,10111111001100110100110111001000
100,10111111111011001001110110111010
101,11000000000011110010011110101110
102,11000000000010101100000101110001
103,11000000000010110011011010111000
104,11000000001110110101010100100111
105,10111111101111010001111001000111
106,00111111000100101000111101000011
107,00111110111101001000011000011011
108,10111111101000010110100110101110
109,10111111011011100101100010011101
110,10111111110010010100111110000011
111,11000000001010111001000110010111
112,10111111101111001000100111111000
113,00111110001000110100011101011010
114,00111110100010000101011000110010
115,10111101110000100000111001101001
116,00111111011100000010001011111011
117,00111111111100101000011111100111
118,11000000010011111110111001000000
119,10111111101010110110110100011010
120,00111111001100010001101111001101
121,10111101100101110011010110101000
122,10111110110110010010111110000111
123,10111101010100011001110011110001
124,00111111110100110000011000110100
125,10111111110101101110000101100110
126,10111111110111011001000110111100
127,00111111101001010110100100001001
128,00111111111010001100111010011001
129,00111111100000100010000010110111
130,10111101110110110111100000101010
131,00111110001100000101000011011001
132,10111111101111100110011000110010
133,10111111110110110111010101010101
134,10111101100110111010011010000001
135,01000000000110110111010100011011
136,01000000000000000000010111110010
137,00111111100010111100010111001000
138,10111110000110111001101110101011
139,10111111110101110010101001110100
140,10111111111010010010010111000101
141,10111111110111111011000100011101
142,10111111101111011100010101000111
143,10111111001100000100110101001010
144,10111110110100101111001000000100
145,10111111011000101110000100011110
146,11000000001001110001001000011100
147,01000000001110100010110110101001
148,01000000000100110011100001101111
149,01000000000110100010111011011001
150,01000000001001110000101001110000
151,01000000001101000000100111100011
152,01000000001101001000010001101111
153,01000000011011101101010111010000
154,00111111111011110101001000110011
155,00111111011001000011101000110011
156,00111111000100111111011101100111
157,00111111001101011111000011010111
158,00111111000110110000110100000010
159,00111111010100010000100010010111
160,01000000000110110110111010100001
161,00111111111100100101001110111000
162,00111111000000011111001011001100
163,00111111011101110100001010001010
164,00111110110011101010100100011101
165,10111110010000010100110100001011
166,10111101000110100010111100100011
167,01000000000110110001110000011010
168,00111111111101010000011010001101
169,10111110010110100101100011000101
170,00111111100100010000111010100011
171,10111111000100111001011010011110
172,00111110101101010110111111111001
173,10111111100011001000110101000111
174,01000000000011010111101011111001
175,00111111111011111000101100000010
176,00111111001000010100110101110111
177,00111110110111010011100110011011
178,10111111100001001100110100000001
179,00111110101010001010101100010001
180,10111111001011000011101100100001
181,01000000001001110000111110101001
182,00111111111011110101000110000000
183,00111111010110100001101100001110
184,00111110011011011110111011101111
185,10111110101101010111000100011010
186,00111110101011000111010111110100
187,00111111100100110100011010111001
188,01000000000111101100111010111100
189,01000000001101010101000010000101
190,01000000000010000010010101100010
191,00111111111001000011010111101010
192,00111111101010101011101001101010
193,00111111110010100001100000001001
194,00111111111101000011111001001100
195,01000000010001001101011101000010
196,10111111101101000110110001001011
197,10111101010001011111110001111000
198,10111111011101110100101101011111
199,10111111111001010000110110100101
200,10111111101101011101101010110011
201,10111111101110111011110010000011
202,10111111111011110111111011000101
203,10111110000110001101001111001011
204,00111111100111111110100110101100
205,00111111010001001100011111110000
206,00111111000001111000101111100010
207,10111100101101100010000001110000
208,10111111100000000110111100110001
209,10111111101101010011111010011100
210,10111011101000001010001000110100
211,00111111010100101000010110001011
212,00111111010101110110010101000100
213,00111111100111111001100111011111
214,01000000001001110110111110100011
215,01000000001001010011101101011100
216,00111101111100000101011101001011
217,00111110001100111001000000010011
218,00111111100100101110111011101100
219,00111111100110011000010000101001
220,00111111010111011100000011111001
221,00111111001001011110011000001100
222,00111111100101001110110111000101
223,10111110000100110011110010110100
224,10111110100010010111110010101001
225,00111111111000011100100110010010
226,01000000000010100111110110111000
227,01000000000111110101111011101010
228,00111111110010101111101110000100
229,00111111001011101000101101001110
230,10111110101000010100010011001111
231,10111111011111101000100111001000
232,00111111001010000110011111011111
233,01000000000110100011110010110111
234,01000000010011111101001011011101
235,01000000000110011000111101100000
236,00111111111000011000000010100110
237,10111110001111000010110000001000
238,10111111111000000101100010011110
239,10111111101001111001011011111110
240,10111111111011110100010010100101
241,11000000000100001111000011011000
242,10111111111001101110001100100001
243,10111111101100010010011101100110
244,11000000000000101111011010101001
245,00111101110000010100101001100000
246,00111110100000011011110001111111
247,00111111001100100100010100001001
248,00111110011010111111111010000011
249,00111110000111010011100100001111
250,00111110001011111011111100111111
251,00111101111101000010101101000110
252,00111110111000111110011000101100
253,00111111101010010010011100101100
254,00111111101010010001110010011111
255,00111111000011001000011101011100
256,00111111010001110100011101000110
257,00111111011000010100001111001010
258,00111111000100000101100111010111
259,00111111000000100000101010110101
260,00111111101001101011111100110011
261,00111111100100111111000011000000
262,00111111101011111011100010010001
263,00111111111000010101100111001100
264,00111111100111110001100010100100
265,00111111010011101100001001110101
266,00111111001001111101010001011100
267,00111111100110001011111011010111
268,00111111010011111010011011111110
269,00111111110011100010011101100101
270,00111111101010100101111101110001
271,00111111100010111001100011110101
272,00111111010001010111101101100000
273,00111111001011101010001011011011
274,00111111011111111111010100000011
