,0
0,11000000001011111010011100011011
1,11000000001011011100101101101100
2,11000000000101001011001101001101
3,10111111101110101100100001101000
4,11000000000000100001000100000000
5,11000000001001100001111010100100
6,11000000001001100001101110001010
7,11000000001001001101111111001010
8,11000000001001001100110001111011
9,11000000001001001101110110101100
10,11000000001001001101110110000110
11,11000000001001101000100010101100
12,11000000001110111000101010000011
13,11000000010010101001101101011000
14,11000000000110010101101011110110
15,11000000000101011000010000111100
16,10111111011010100011101100101000
17,00111101100100111101000010111101
18,10111111101000110101101001000010
19,11000000000010011101101100111000
20,11000000000010010111110011010011
21,11000000000000101111001100001100
22,11000000000000101110110110001010
23,11000000000000101111000010001101
24,11000000000000101111000010100111
25,11000000000001010111000110111010
26,11000000001000111010111010110000
27,11000000001111101111101100111110
28,11000000000110010001100111111111
29,11000000000110011100100000011100
30,00111110110111001000011110101001
31,00111111100100010101111011111100
32,10111111101001111101010010010010
33,11000000000100011100100011101101
34,11000000000100011111111101000110
35,10111111111110000111001000100001
36,10111111111001010110011010111101
37,10111111110110010110110100100001
38,10111111111011111010111000100111
39,11000000000000010111111011111000
40,11000000001000100000001100011111
41,11000000001111100010010110100010
42,11000000000110011100010000010100
43,10111111111011001111011111111000
44,00111111101110110001011001000011
45,00111111101011100010100001001000
46,10111111110111011010111000011101
47,11000000000110111001101101100110
48,11000000000100110010111010100010
49,10111111100101001001110101101110
50,10111111000110011110111001101010
51,10111111000100010100010011101000
52,10111111100100100110111010101100
53,11000000000000110111010010100111
54,11000000001000110111011100001011
55,11000000001111100010010110110011
56,11000000000110111001010011101001
57,10111111101100010111001110000001
58,00111111110110101110101110110001
59,00111111100100100111110000101101
60,11000000000101000101011101001100
61,11000000001000011000001010001110
62,10111111100110101110011001001001
63,00111110100001100101000100111000
64,00111110011111110010001110011100
65,10111101101110111011011011110111
66,10111110111100011010011001101000
67,10111111111000101001011001010011
68,11000000001010110011111001000010
69,11000000010000000011000001010110
70,11000000000111100111011010101011
71,10111111011010011000001110100100
72,00111111111101001110011101101100
73,00111110111000100100001101001011
74,11000000001100000101010011011011
75,10111111111001000010111101110101
76,00111111000111001100101110100000
77,00111111101111001111101101000000
78,10111101110101010101001010101111
79,10111110001010110110001011111110
80,00111110000001001100010110111100
81,10111111110111111101110011101000
82,11000000001101100000110101101000
83,11000000010001011101011010000001
84,11000000000110010110100110011000
85,10111111000010010100110100011001
86,00111111111011011110101101100001
87,10111110100100010101111100000111
88,11000000001100010100110010000010
89,10111101110110011110011110111011
90,00111111111011001101011100010110
91,00111110111000001001101001000010
92,10111111101100011011100001111101
93,10111110000110110011111110101100
94,00111111001010100000010011101001
95,10111111101011011101001010101001
96,11000000001101111001011111100001
97,11000000010011110110101111010111
98,11000000000101010001110000111101
99,10111111000010001101010100011011
100,00111111101100111010001110010101
101,10111110101100010110000000010001
102,11000000000010010011001000010110
103,00111111011000111110011110100010
104,00111111110101100111011001000111
105,10111111101101100001100001101100
106,11000000000101001100000110011100
107,00111110110001010010011110001001
108,00111111100000001010111010111101
109,10111111101101010100110110011000
110,11000000001111000101111000001000
111,11000000010101010110010110100111
112,11000000000010111001110110010101
113,10111111010101011110010110011010
114,00111111010010011111011101010000
115,00111110010001001110001111011000
116,10111111100110101100000001000100
