,0
0,00111110000100101000110111100010
1,00111110000100101000110111100010
2,00111110000100101000110111100010
3,00111110000100101000110111100010
4,00111110000100101000110111100010
5,00111110000100101000110111100010
6,00111110000100101000110111100010
7,00111110000100101000110111100010
8,00111110000100101000110111100010
9,00111110000100101000110111100010
10,00111110000100101000110111100010
11,00111110000100101000110111100010
12,00111110000100101000110111100010
13,00111110000100101000110111100010
14,00111110000100101000110111100010
15,00111110000100101000110111100010
16,00111110000100101000110111100010
17,00111110000100101000110111100010
18,00111110000100101000110111100010
19,00111110000100101000110111100010
20,00111110000100101000110111100010
21,00111110000100101000110111100010
22,00111110000100101000110111100010
23,00111110000100101000110111100010
24,00111110000100101000110111100010
25,00111110000100101000110111100010
26,00111110000100101000110111100010
27,00111110000100101000110111100010
28,10111110100011111110101110000000
29,10111110100011111110101110000000
30,10111110100011111110101110000000
31,10111110100011111110101110000000
32,10111110100011111110101110000000
33,10111110100011111110101110000000
34,10111110100011111110101110000000
35,10111110100011111110101110000000
36,10111110100011111110101110000000
37,10111110100011111110101110000000
38,10111110100011111110101110000000
39,10111110100011111110101110000000
40,10111110100011111110101110000000
41,10111110100011111110101110000000
42,10111110100011111110101110000000
43,10111110100011111110101110000000
44,10111110100011111110101110000000
45,10111110100011111110101110000000
46,10111110100011111110101110000000
47,10111110100011111110101110000000
48,10111110100011111110101110000000
49,10111110100011111110101110000000
50,10111110100011111110101110000000
51,10111110100011111110101110000000
52,10111110100011111110101110000000
53,10111110100011111110101110000000
54,10111110100011111110101110000000
55,10111110100011111110101110000000
56,10111110100011111110101110000000
57,10111110100011111110101110000000
58,10111110100011111110101110000000
59,10111110100011111110101110000000
60,10111110100011111110101110000000
61,10111110100011111110101110000000
62,10111110100011111110101110000000
63,10111110100011111110101110000000
64,10111110100011111110101110000000
65,10111110100011111110101110000000
66,10111110100011111110101110000000
67,10111110100011111110101110000000
68,10111110100011111110101110000000
69,10111110100011111110101110000000
70,10111110100011111110101110000000
71,10111110100011111110101110000000
72,10111110100011111110101110000000
73,10111110100011111110101110000000
74,10111110100011111110101110000000
75,10111110100011111110101110000000
76,10111110100011111110101110000000
77,10111110100011111110101110000000
78,10111110100011111110101110000000
79,10111110100011111110101110000000
80,10111110100011111110101110000000
81,10111110100011111110101110000000
82,10111110100011111110101110000000
83,10111110100011111110101110000000
84,10111110100011111110101110000000
85,10111110100011111110101110000000
86,10111110100011111110101110000000
87,10111110100011111110101110000000
88,10111110100011111110101110000000
89,10111110100011111110101110000000
90,10111110100011111110101110000000
91,10111101001000001100110000010000
92,01000000001010010101111010011111
93,01000000000011100111110011010010
94,00111100110001111100000100000000
95,10111110100011111110101110000000
96,10111110100011111110101110000000
97,10111110100011111110101110000000
98,10111110100011111110101110000000
99,10111110100011111110101110000000
100,10111110100011111110101110000000
101,10111110100011111110101110000000
102,10111110100011111110101110000000
103,10111110100011111110101110000000
104,10111110100011111110101110000000
105,10111110100011111110101110000000
106,10111110100011111110101110000000
107,10111110100011111110101110000000
108,10111110100011111110101110000000
109,10111110100011111110101110000000
110,10111110100011111110101110000000
111,10111110100011111110101110000000
112,10111110100011111110101110000000
113,10111110100011111110101110000000
114,10111110100011111110101110000000
115,10111110100011111110101110000000
116,10111110100011111110101110000000
117,10111110100011111110101110000000
118,10111110100011111110101110000000
119,00111110101010001110001110100000
120,01000000101111000010001111010000
121,01000000101011101011001011101010
122,01000000000010110011101010101010
123,10111110100011111110101110000000
124,10111110100011111110101110000000
125,10111110100011111110101110000000
126,10111110100011111110101110000000
127,10111110100011111110101110000000
128,10111110100011111110101110000000
129,10111110100011111110101110000000
130,10111110100011111110101110000000
131,10111110100011111110101110000000
132,10111110100011111110101110000000
133,10111110100011111110101110000000
134,10111110100011111110101110000000
135,10111110100011111110101110000000
136,10111110100011111110101110000000
137,10111110100011111110101110000000
138,10111110100011111110101110000000
139,10111110100011111110101110000000
140,10111110100011111110101110000000
141,10111110100011111110101110000000
142,10111110100011111110101110000000
143,10111110100011111110101110000000
144,10111110100011111110101110000000
145,10111110100011111110101110000000
146,10111110100011111110101110000000
147,00111111011001110001001011100111
148,01000000110001011110101001001001
149,01000000110001011110101001001001
150,01000000100010111010101110111000
151,10111110100011111110101110000000
152,10111110100011111110101110000000
153,10111110100011111110101110000000
154,10111110100011111110101110000000
155,10111110100011111110101110000000
156,10111110100011111110101110000000
157,10111110100011111110101110000000
158,10111110100011111110101110000000
159,10111110100011111110101110000000
160,10111110100011111110101110000000
161,10111110100011111110101110000000
162,10111110100011111110101110000000
163,10111110100011111110101110000000
164,10111110100011111110101110000000
165,10111110100011111110101110000000
166,10111110100011111110101110000000
167,10111110100011111110101110000000
168,10111110100011111110101110000000
169,10111110100011111110101110000000
170,10111110100011111110101110000000
171,10111110100011111110101110000000
172,10111110100011111110101110000000
173,10111110100011111110101110000000
174,10111110100011111110101110000000
175,01000000001110000000100001010101
176,01000000110001011110101001001001
177,01000000110001011110101001001001
178,01000000011010011011100100111011
179,10111110100011111110101110000000
180,10111110100011111110101110000000
181,10111110100011111110101110000000
182,10111110100011111110101110000000
183,10111110100011111110101110000000
184,10111110100011111110101110000000
185,10111110100011111110101110000000
186,10111110100011111110101110000000
187,10111110100011111110101110000000
188,10111110100011111110101110000000
189,10111110100011111110101110000000
190,10111110100011111110101110000000
191,10111110100011111110101110000000
192,10111110100011111110101110000000
193,10111110100011111110101110000000
194,10111110100011111110101110000000
195,10111110100011111110101110000000
196,10111110100011111110101110000000
197,10111110100011111110101110000000
198,10111110100011111110101110000000
199,10111110100011111110101110000000
200,10111110100011111110101110000000
201,10111110100011111110101110000000
202,10111110100011111110101110000000
203,01000000011111000111010110100100
204,01000000110001011110101001001001
205,01000000110001011110101001001001
206,01000000001010111101000000111100
207,10111110100011111110101110000000
208,10111110100011111110101110000000
209,10111110100011111110101110000000
210,10111110100011111110101110000000
211,10111110100011111110101110000000
212,10111110100011111110101110000000
213,10111110100011111110101110000000
214,10111110100011111110101110000000
215,10111110100011111110101110000000
216,10111110100011111110101110000000
217,10111110100011111110101110000000
218,10111110100011111110101110000000
219,10111110100011111110101110000000
220,10111110100011111110101110000000
221,10111110100011111110101110000000
222,10111110100011111110101110000000
223,10111110100011111110101110000000
224,10111110100011111110101110000000
