,0
0,00111110000011010010110011110101
1,00111111110011111001011001000110
2,00111111110000110100100011001101
3,00111110110000101011010100010111
4,00111111110000101001101110110001
5,00111110010010010110110010011011
6,00111111101100000111111001111110
7,00111111110010111110010100011110
8,10111111000001101010111100001110
9,00111111101110010110100011011100
10,10111110011001011011110010000101
11,01000000101010011011100000010001
12,00111111001111101110110000000110
13,10111101011111000010110000010010
14,00111111100100100110111010000110
15,00111111010110011110001010111100
16,00111111011101011101010011101010
17,11000000011101001100011100100010
18,00111110111000111100111110100100
19,01000000000011010110100101011010
20,11000000001010001101001000000100
21,00111111101001000011011010111100
22,00111111110110011011011011010100
23,00111111101111010001001001100100
24,00111111101101110100011101000110
25,00111111101010100001100100010000
26,00111111100011011010110011101000
27,01000000100110111100100110000010
28,10111111111111011000101011001010
29,11000000001011101000010111010010
30,00111111100000011010101101000001
31,00111111010001101111010101101101
32,00111111100100000111111101110000
33,01000000100111011100001000011100
34,01000000000111110101100100101011
35,00111111111110101101110111000011
36,01000000000110110011110101110100
37,00111111101100010001010001000010
38,00111110010001110111011001011111
39,00111111100000011001100101101010
40,00111111101010011100111111000100
41,01000000010011011111111101100010
42,00111111100011000001011110100010
43,00111111011110101101100000100010
44,00111111100011000000000010101001
45,10111110100000010100101000101010
46,00111111110010101010011010111110
47,10111110101101001110010110100110
48,00111111110101000000010110001010
49,00111110111001101001000100101100
50,10111111111101011001111101011000
51,01000000001101001010000111100101
52,01000000000100011000101111111100
53,00111111110100100110100101110110
54,00111101110001111100001010011101
55,00111111001000000000000011110010
56,01000000010010000100100001011110
57,00111111010100001011101101010100
58,00111111100101101001110111110000
59,00111110110101100000101011101111
60,00111111100010010010100010101001
61,01000000110100000100100111010010
62,00111111011101010111101010100110
63,00111111101111101100110001001111
64,10111111001010101000000111111011
65,00111110101010110100001001110101
66,00111110101011001000111001010100
67,00111111100000100101110101001000
68,00111111101101100111010011111111
69,00111111100001000110101001000011
70,01000000001100001000010001000110
71,00111110111010101101010001011110
72,00111111111101010011111001000010
73,10111111010100100011101110111001
74,10111110100000000111010111001101
75,01000000011010110110000010100101
76,01000000000111011000101111001101
77,00111111100000100110010010001100
78,00111111111000101101111010110110
79,01000000011011010000100100010110
80,00111111101010111111111011110101
81,00111111100101100111011101101110
82,01000000000000011111111011111011
83,00111111001011111101001110111110
84,00111111001101101011000111010110
85,01000000001100000001111010101001
86,01000000001100110011111001000100
87,00111111100000011111111001101111
88,01000000000110010000011100100111
89,01000000010000101011010011010110
90,10111111110000010110111001110100
91,00111111110000100010010110011111
92,11000000000001000001001100100101
93,10111110101001110111000100010010
94,00111111011111011100001100001001
95,00111111111011100100100110100100
96,00111111111110000111100000000010
97,00111111100010110110101110000101
98,00111111000011001001111000001111
99,00111111100111101011001111110101
100,00111111010100101100100100100110
101,00111100111111110111011000111110
102,01000000000010010101010010010001
103,00111111111000111110000010100110
104,01000000000111110100000011001001
105,01000000110100000111101100110000
106,00111111011111001001010001111110
107,00111111010100010000001100101011
108,00111101000101000110001000011001
109,00111111001110000001100000000001
110,00111111111100110110010110011000
111,00111111100011001000011010000010
112,00111111001111110000110010111011
113,10111111100101001000111001000010
114,11000000001010001111010011001110
115,00111111111000010010010000011101
116,00111111101001110000100110100000
117,10111110010000101010101111001011
118,11000000000011011010010110011100
119,01000000010000000110101000101010
