,0
0,00111111000010101000010101100101
1,01000000100000010001110011110011
2,00111101010101001100000000100011
3,00111111111011110101001101001011
4,00111111100010011010001110010110
5,01000000001011010011011101100000
6,01000000011111011100111011011101
7,10111110100011011111001101100000
8,00111111100000001111001100111010
9,00111111000001000110010001011011
10,10111110110011010011000101100110
11,00111111000001001010011101100000
12,10111111100000111001000010000000
13,00111111110010111010110011100100
14,10111110110111010001011011110011
15,10111110000010010101001001000010
16,00111111001011001000110011011011
17,00111111101110100110100011011010
18,10111111001101100010110001000100
19,00111111001110011011100101110111
20,10111111010011010001010100110100
21,01000000000011011100100101111000
22,10111100100001011011110110011010
23,10111110111101100010011100111110
24,10111111010111010010100010000101
25,01000000000001111100110100101111
26,10111111001001000100011100001010
27,01000000001011100010000010111110
28,00111110101111000010100110110111
29,10111111001001000000111000101011
30,00111111010111100110010011111100
31,01000000100101010101100000000011
32,10111110000111011110011101011001
33,10111110101101100111011101001111
34,10111111000110011110010101010100
35,00111111100001100111110111011010
36,01000000000100010000001111100001
37,00111111100111010011110001001000
38,10111111000001111110011011101101
39,00111101110011110011100110100100
40,10111111001010111010100011010011
41,01000000101110100011110000101100
42,00111110111110111010110011001000
43,01000000011010000010011011000001
44,10111110111100110001111001011011
45,10111111010011011100011110110001
46,00111111000111100111111111101000
47,10111110111011101001001010010010
48,10111111000111111000000011111111
49,10111111100001100010010110000110
50,10111111011110101010100100000000
51,00111110110001100100101001000100
52,10111101101101010000110000111101
53,10111111010110011010011111101111
54,00111111011110110100100110110111
55,00111110101010101010001101101000
56,10111110110100110111101000110111
57,01000000000010101101010000010000
58,10111110100011010001100101000010
59,00111111110110010101010100110111
60,00111111000101101101100000001010
61,01000000001100100101001011001000
62,10111110000000110000101101000001
63,00111111110000001101100101111010
64,00111111001101101111101111101000
65,01000000000110001011111000101111
66,10111111000111101001001101101001
67,00111110100000110010001011011110
68,10111110101110101100101110010110
69,00111111101100111000001100010000
70,00111111110100101000011000110111
71,10111111000110100100111110011111
72,00111111101010000100000110101111
73,10111111011011011001010011010111
74,10111110011101001101101000111010
75,10111110100111010111001101100111
76,01000000011000000011011001000110
77,00111111000011010111001011011000
78,10111110000100111111001101011100
79,10111101001110010101011110111000
80,01000000100011010110100101110000
81,01000000011001101110000011111011
82,00111110001010101001100111101001
83,10111101010011011110001000100111
