,0
0,01000010000111101001011101011001
1,01000001111110011000010100100111
2,01000010010001011101000101110000
3,01000001100100110011000000101111
4,01000010100110101100100111000001
5,01000001110111000110110010010011
6,01000010000000111001110100000000
7,01000010011111100000011101111001
8,01000001000110000101100110101000
9,01000001010101101011111101001000
10,01000000111111110011001010100010
11,01000001111100011000100010111110
12,01000001101010001011001100011010
13,01000010001000111100101100011101
14,01000001100011001010100010110011
15,01000010000001100000010111111100
16,01000010100010011100000110100000
17,01000010001001110011001101000001
18,01000001100100010011111110111111
19,01000010000011010011000100010110
20,01000001100001011000001101101010
21,01000001010001110011101010001111
22,01000010100000100110001100010010
23,01000010010000001000101011001011
24,01000001101001100100100111110010
25,01000001110101101110101000000111
26,01000001101110010101010110000111
27,01000001011100100011001001110111
28,01000001101100111101101000111000
29,01000001110011001010110010011001
30,01000010000000111001010100010001
31,01000010010001101010000110110000
32,01000010100100000010101111101000
33,01000010001010011010011000010010
34,01000010101011110000101010011101
35,01000001101000100010011011100010
36,01000010001010010001100110100001
37,01000001111010100011010111110101
38,01000010001101110111111110010111
39,01000010011010001100110110010000
40,01000010001000111001110010100010
41,01000010010010000000110000101111
42,01000010011011000110100010000010
43,01000010000100010010000011110101
44,01000001001010101001000100100000
45,01000010001001000100101001001100
46,01000001101000011001111010111000
47,01000010001110010100001111010101
48,01000010011111111000101101001011
49,01000001110111100110100010010010
50,01000000100101110101000100110110
51,01000001111111000011011101101110
52,01000010000011011110110101010010
53,01000001111011010111110001111000
54,01000001100000011111110010101001
55,01000001111000011111111001011110
56,01000010100000011101001100100000
57,01000001011001101011001100111010
58,01000010000011001011011101001100
59,01000010000101100110000011111010
60,01000010001111100000001010011011
61,01000010011101100110000101111101
62,01000001100001001000001000010000
63,01000010000101111011010010000000
64,01000010000010011101101001001001
65,01000001100100101010110100111111
66,01000001000000010000101001000000
67,01000010000011111111000111010100
68,01000010100001010001000001110010
69,01000001100111100101100101101010
70,01000010000011111001001011001000
71,01000010001001111100101000011000
72,01000001101101110111010010101010
73,01000001111100110100111010011110
74,01000001000000011000101001000000
75,01000010101101111110000000001111
76,01000001111011010011111001000010
77,01000001011100000010100010101001
78,01000010001101101011001011010000
79,01000010011101000101011101100001
80,01000010010000001110001011000010
81,01000010001110000111100000101110
82,01000010010001111101011011111101
83,01000001001010110010101100010000
